PeriodId,AcHRev-307-replacerandom,AuthorshipRec-308-replacerandom,cHRev-306-replacerandom,LearnRec-311-replacerandom,RAR-316-replacerandom,RAR-317-addDefect_25,RAR-318-addDefect_50,RAR-319-addDefect_75,RetentionRec-310-replacerandom,RevOwnRec-309-replacerandom,Sofia-313-replacerandom,SofiaWL-314-replacerandom,TurnoverRec-312-replacerandom,WhoDo-315-replacerandom
4,65.8814552922945,51.3283292626328,55.3466027440345,-13.8304245183834,36.6004458239718,56.5709729057903,50.5290993839962,50.3650848981813,60.8429604199621,62.0422263036125,24.3544446303195,25.0840556028068,-5.2556372088063,63.7562581122522
5,31.937879295899,29.8023968780657,25.8002477539204,-21.3271212689628,15.3957457682919,29.6855199540841,23.4008384480464,21.3935939702779,37.9316857354608,35.7747361207126,11.1120051267202,12.2358290236451,-11.9369887935723,29.2133503938369
6,28.3364189492759,28.1125793027976,22.0106353164642,-27.2234272713888,11.9116871040712,28.0430554892174,19.1052613907265,16.4822405735474,36.898626742615,32.0812004547221,8.71479662510128,7.17928379617356,-14.2470538769431,26.5991502892397
7,26.9960767600763,25.4312021978508,20.5621229721246,-28.2271548372815,11.345154766483,22.8844344834969,15.4626542934376,13.259447493151,33.6769777044535,31.6164695205691,8.09571249472314,9.50046875285146,-18.9058466944958,24.7962229982942
8,17.595779191466,16.4499846216623,12.1407722325749,-26.8235640873077,6.69011363496694,17.6740677874668,9.91296722649711,8.50203260495519,22.7971144035367,20.9351505801474,4.93997541548645,4.27206799450963,-16.3877934875299,14.8515857361001
9,9.94643960229655,8.52526542903931,7.12387460418666,-23.9207003107643,2.06445004621063,8.77595743901476,3.50269941516435,2.88078124855415,15.1534589103056,12.5119374199158,-0.78564011356308,-1.92866001841151,-18.0055669646268,7.02081093787819
10,12.4301004612862,11.175893044433,9.77626550511435,-30.638491960988,5.69945541892547,13.1115980928985,8.86657271949201,7.57315583283948,15.5629473001861,14.1818403992726,2.08682422361737,0.417449294484107,-18.2622211709636,6.53916426561714
11,9.93529504800121,5.84612442779493,8.82717150757522,-32.9539160378607,2.32587584464983,11.0276209991504,6.15160731636428,4.17667954618304,14.6182746712307,15.6464437601304,0.175549411361176,-2.3983498460159,-20.6057311703586,4.02989133765996
12,6.34247120711176,4.39161893585858,5.49967995332308,-24.2444050635566,0.349594555741728,5.62468047847624,2.51988690069345,2.05146439963646,10.628830181157,9.94731133688465,-0.514262399826093,-5.18504299632184,-17.60550951395,0.416760384867465
13,11.2535970056632,8.26117452457251,10.7674948755312,-27.3190183834968,4.83969654474612,8.37914201790169,6.67918921741648,6.19096532336316,15.1013347521608,14.9411369704286,4.24996916729414,1.79869057796782,-15.6776686036304,3.56081631980814
14,9.42326617988975,7.35736096081148,8.92217445766257,-23.9989866629797,4.51360543925148,6.19021656502525,4.81776317972598,4.67076042217835,12.5243208438917,12.2783305107679,4.02200225695508,0.505006996922375,-12.9617059114552,2.86132625393574
15,10.1035210681866,9.91143019626439,9.77084987642378,-16.6646679950681,8.36368913173622,11.1464682794627,9.67300726621878,8.90594515101981,12.0364380273652,11.8215263789301,7.6532084535935,4.82385756027555,-8.13711423464399,5.14985687051992
16,10.9018760430359,10.0815653913906,10.4259720379119,-37.5106894370834,9.65614998360715,11.792115308301,10.9116238428557,10.638665518286,14.0517693841757,13.0950366468289,8.73621590061209,0.106731237469226,-21.0176536497049,1.78959163025525
17,24.4807960305041,23.567566557614,24.2370710109371,-21.4940618849037,21.1591782894651,22.9377286504978,22.154239097806,21.6572520795308,26.1427036538577,26.5852069641331,20.1318413339946,14.7521802539348,-7.61417117468117,17.4592462529119
18,76.3351076795046,75.5349972582513,75.4252307471121,-11.5541934796558,71.9912966502859,75.0479085799944,73.0854520301972,72.9259866929688,78.2418179549509,79.0308608702923,72.2791550724553,63.7836497160249,12.8455751574677,67.5928251331788
19,41.7896522850762,40.0469245937918,41.5264023311421,-19.1305306122145,38.2637644660516,40.7719795647497,39.5888599549356,39.2014016577272,44.9761213843951,44.7631451182555,37.7868181029677,26.7054895827073,1.369912705865,30.4649355971239
20,76.1372706455609,72.2935466720653,75.6385914228382,-11.2404698949539,73.146302377354,74.5803427696699,73.5287673311198,73.3698028566629,80.7673074238107,79.4798435380264,72.1814895658881,60.9696724436518,22.125589123476,65.388465839229
Median,17.595779191466,16.4499846216623,12.1407722325749,-23.9989866629797,9.65614998360715,17.6740677874668,10.9116238428557,10.638665518286,22.7971144035367,20.9351505801474,8.09571249472314,4.82385756027555,-14.2470538769431,14.8515857361001
Average,27.6368825144193,25.1834094267586,24.9294799616986,-23.417754335697,19.0774238732829,26.1319887861881,22.3464993538055,21.4261917805331,31.2913346760891,30.3960236996253,16.7776532510412,13.0954341160397,-10.0164462040325,21.8523681383946
