PeriodId,AcHRev-307-replacerandom,AuthorshipRec-308-replacerandom,cHRev-306-replacerandom,LearnRec-311-replacerandom,RAR-316-replacerandom,RAR-317-addDefect_25,RAR-318-addDefect_50,RAR-319-addDefect_75,RetentionRec-310-replacerandom,RevOwnRec-309-replacerandom,Sofia-313-replacerandom,SofiaWL-314-replacerandom,TurnoverRec-312-replacerandom,WhoDo-315-replacerandom
4,16.1063294537467,8.98869100422317,14.3066201525576,-4.67962703991892,6.47880116984394,14.9524359285194,9.54367693531775,9.10336795974747,-1.07124928959674,6.1402106423194,6.496806243242,2.07645102509282,-4.5599477844289,8.86933425105778
5,21.2039838866998,12.2186513017959,19.3151850297116,-9.10811883612315,11.4353567294554,17.6517462125374,14.1107484223116,13.0993705536545,-7.97588872208492,-2.49830978248173,10.7057586379496,-6.45616000653258,-10.9205598760943,8.04130428355456
6,26.8290883412762,11.5362951822731,25.7308453358766,-6.67898572201003,17.8045581915286,25.3564177279859,19.6055352272224,19.0843877606244,-5.1865422060265,0.312413581417981,16.1458060420079,-1.07385057312734,-7.68040594541309,7.72828287904903
7,23.7758392492224,11.6977127311062,22.9937108559093,-14.4446947905211,14.6950677906238,20.2208490215789,15.7366193374957,14.6934814045917,-11.3527032972036,-3.52718311316865,13.1671929273868,-9.66060148353787,-14.4195349618906,3.48553150638666
8,22.8620639748358,10.4605072040441,20.3689600678567,-14.169661547652,15.1635106981647,20.8051466650428,15.4264953791649,15.2952312544728,-12.3534988211432,-3.27150835536127,14.3543987364169,-9.16606457311788,-13.5170099486857,4.7340228158832
9,17.187166914905,6.60077523320439,15.6175634313638,-15.5315440413828,9.11275804053817,16.5807025133143,10.3155454001769,9.54054993508289,-17.6480836287535,-2.93517654286258,8.10500730089709,-12.0689053870601,-14.8704502187369,0.523391842386633
10,21.2038994625695,9.27578791101136,18.9114550962171,-17.8776523579997,13.3542855579511,23.643702721848,16.0958264850869,14.2164326690851,-13.8982663814559,-3.98581557143786,10.7015489855578,-12.4474486993954,-16.7820508674966,0.0349775898871973
11,20.5541690229663,6.37287440820211,19.096001173272,-15.8096033961223,14.2222884802052,20.1977253223376,15.6766244767924,14.4788335885585,-11.3168496333943,-1.76557935369432,13.3368180926936,-11.9520893986097,-15.6543554119368,-2.75940541056787
12,16.451583729319,3.83499414646906,15.4607338908504,-18.9284152126658,9.89979171696362,16.0552372364122,10.2203352868302,9.94620319712773,-12.3593773853052,-5.93116976020393,9.14219428064646,-17.0159759648403,-18.0591618310255,-10.0106636018836
13,22.5745986635183,5.23076738482549,20.7676763532115,-17.0978796952814,14.8718716174175,20.6980947779052,15.9903405661198,15.1906383441644,-12.2560449636476,-1.67524927570628,14.1183795345868,-15.9375873457723,-16.2072107232276,-10.804155871012
14,22.0061855254103,7.93375330128478,19.6628733019302,-17.3796271566674,13.2960679273991,18.0396860347353,14.3777798445678,13.4642035233319,-8.49877095458887,-2.44229537935046,12.6605321714995,-15.3170048155669,-15.6792541582778,-9.66162175154864
15,25.6657230224621,11.5245912078681,23.0382574578826,-19.1658573680075,19.626113128107,27.6383214051181,21.6584423660762,20.1641028289963,-10.3111435271888,-1.53842904807924,18.4473073876338,-16.5334840273841,-17.9070152703227,-7.98233607238266
16,39.4620226421445,19.0418068609223,32.5467451905248,-23.5373362238945,30.0019738479829,38.4370264324986,33.2200795754668,30.8676074307959,-12.0010355090185,4.60924472540807,28.5062609540956,-24.8417158133362,-21.1411149272929,-14.4697523745656
17,40.8532475755227,19.6074202805373,36.4836188188896,-17.9195543144373,30.8862490766714,36.3228210830791,32.375775651507,31.2048721192812,-9.24944457702225,4.67095901360546,29.9084497595873,-16.9147777366949,-16.8059857336358,-10.0779304515388
18,77.4314076859847,45.5159048746544,64.6285425491444,-18.0481885143685,59.3604946278934,65.8685952790779,60.6158738400814,59.8331667818495,2.73939171250859,19.9611577867507,58.1757060383129,-12.2628685061087,-16.7033751254672,3.76684890702708
19,43.7510114652663,26.1254443543219,37.8750938948351,-18.9116182908432,32.8241749072678,39.1580889300139,34.2959510965184,33.5317925936114,-6.25493028702448,6.19724691582422,32.6335251352271,-18.9856066839015,-17.918061226245,-5.45358884073749
20,61.0911357941415,36.6113580768235,53.3112258544315,-17.9322235666186,49.5570664526158,54.6167187632247,50.2265968378581,49.8246621236898,0.35434489941979,15.496246479299,49.4465837631399,-12.8438134805376,-14.4534309908584,2.15602425018899
Median,22.8620639748358,11.5245912078681,20.7676763532115,-17.3796271566674,14.8718716174175,20.8051466650428,15.9903405661198,15.1906383441644,-10.3111435271888,-1.67524927570628,14.1183795345868,-12.4474486993954,-15.6792541582778,0.0349775898871973
Average,30.5299680241171,14.8574903213863,27.0655946149685,-15.7188581220303,21.3288488212135,28.0143127091311,22.9113086310938,21.9728767099215,-8.74353485714858,1.63628017425167,20.3560162347577,-12.4353825570841,-14.8987602941786,-1.8752785911068
