PeriodId,cHRev-306-replacerandom,AcHRev-307-replacerandom,TurnoverRec-312-replacerandom,Sofia-313-replacerandom,RAR-316-replacerandom,WhoDo-315-replacerandom,SofiaWL-314-replacerandom,RAR-317-addDefect_25,RAR-318-addDefect_50,RAR-319-addDefect_75
4,14.3066201525576,16.1063294537467,-4.5599477844289,6.496806243242,6.47880116984394,8.86933425105778,2.07645102509282,14.9524359285194,9.54367693531775,9.10336795974747
5,19.3151850297116,21.2039838866998,-10.9205598760943,10.7057586379496,11.4353567294554,8.04130428355456,-6.45616000653258,17.6517462125374,14.1107484223116,13.0993705536545
6,25.7308453358766,26.8290883412762,-7.68040594541309,16.1458060420079,17.8045581915286,7.72828287904903,-1.07385057312734,25.3564177279859,19.6055352272224,19.0843877606244
7,22.9937108559093,23.7758392492224,-14.4195349618906,13.1671929273868,14.6950677906238,3.48553150638666,-9.66060148353787,20.2208490215789,15.7366193374957,14.6934814045917
8,20.3689600678567,22.8620639748358,-13.5170099486857,14.3543987364169,15.1635106981647,4.7340228158832,-9.16606457311788,20.8051466650428,15.4264953791649,15.2952312544728
9,15.6175634313638,17.187166914905,-14.8704502187369,8.10500730089709,9.11275804053817,0.523391842386633,-12.0689053870601,16.5807025133143,10.3155454001769,9.54054993508289
10,18.9114550962171,21.2038994625695,-16.7820508674966,10.7015489855578,13.3542855579511,0.0349775898871973,-12.4474486993954,23.643702721848,16.0958264850869,14.2164326690851
11,19.0960011732721,20.5541690229663,-15.6543554119368,13.3368180926936,14.2222884802052,-2.75940541056787,-11.9520893986097,20.1977253223376,15.6766244767924,14.4788335885585
12,15.4607338908504,16.451583729319,-18.0591618310255,9.14219428064646,9.89979171696362,-10.0106636018836,-17.0159759648403,16.0552372364122,10.2203352868302,9.94620319712773
13,20.7676763532115,22.5745986635183,-16.2072107232276,14.1183795345868,14.8718716174175,-10.804155871012,-15.9375873457723,20.6980947779052,15.9903405661198,15.1906383441644
14,19.6628733019302,22.0061855254103,-15.6792541582778,12.6605321714995,13.2960679273991,-9.66162175154864,-15.3170048155669,18.0396860347353,14.3777798445678,13.4642035233319
15,23.0382574578826,25.6657230224621,-17.9070152703227,18.4473073876338,19.626113128107,-7.98233607238266,-16.5334840273841,27.6383214051181,21.6584423660762,20.1641028289963
16,32.5467451905248,39.4620226421445,-21.1411149272929,28.5062609540956,30.0019738479829,-14.4697523745656,-24.8417158133362,38.4370264324986,33.2200795754668,30.8676074307959
17,36.4836188188896,40.8532475755227,-16.8059857336358,29.9084497595873,30.8862490766714,-10.0779304515388,-16.9147777366949,36.3228210830791,32.375775651507,31.2048721192811
18,64.6285425491444,77.4314076859847,-16.7033751254672,58.1757060383129,59.3604946278934,3.76684890702708,-12.2628685061087,65.8685952790779,60.6158738400814,59.8331667818495
19,37.8750938948351,43.7510114652663,-17.918061226245,32.6335251352271,32.8241749072678,-5.45358884073749,-18.9856066839015,39.1580889300139,34.2959510965184,33.5317925936114
20,53.3112258544316,61.0911357941415,-14.4534309908584,49.4465837631399,49.5570664526158,2.15602425018899,-12.8438134805377,54.6167187632247,50.2265968378581,49.8246621236897
Median,20.7676763532115,22.8620639748358,-15.6792541582778,14.1183795345868,14.8718716174175,0.0349775898871973,-12.4474486993954,20.8051466650428,15.9903405661198,15.1906383441644
Average,27.0655946149685,30.5299680241171,-14.8987602941786,20.3560162347577,21.3288488212135,-1.8752785911068,-12.4353825570842,28.0143127091311,22.9113086310938,21.9728767099215
