PeriodId,cHRev-203-replacerandom,AcHRev-204-replacerandom,TurnoverRec-209-replacerandom,Sofia-210-replacerandom,RAR-213-replacerandom,WhoDo-212-replacerandom,SofiaWL-211-replacerandom,RAR-214-addDefect_25,RAR-215-addDefect_50,RAR-216-addDefect_75
1,14.2349746685704,16.4250768062895,-18.9654082444517,10.8432555623664,11.1424350158312,-4.19457005510241,-16.4889884294846,18.5209472076056,11.8025901147772,11.2518142752874
2,23.6206292864315,25.5515600315253,-17.1669845729851,19.2718510215958,21.8221316946828,-3.54226370437314,-15.357134031072,41.6821102598778,32.1455681130854,25.9328774365843
3,32.2498027419746,34.8696650921653,-16.2084135916922,27.8741439746398,29.2480440485903,-0.70770983269467,-13.8243490647511,51.151113928019,35.9419579766672,31.6342530920998
4,34.2981366529345,37.0600384619796,-14.1146522604727,30.5113184240516,31.123770729695,-1.82833358279054,-10.127462193132,50.0336231954162,34.2089149765065,32.2565272750936
5,33.8604140556175,36.6947490992713,-11.8696040654631,29.7484856489891,31.1718066193535,-6.29267256845402,-11.0523931952553,48.6068278921391,34.8578437650415,33.2926605115476
6,34.5954427619637,38.1104064198198,-15.0230530703784,31.2951542650147,33.0539824070286,-4.32383599309886,-14.1478869690058,47.5225876424171,36.2599340112562,35.0402590490797
7,34.87435013547,37.9259104222341,-15.6664366303777,30.745527620651,32.464333406268,-3.84230142877977,-14.0268276254129,49.1628702070328,35.8609766747454,34.8721829834218
8,28.5704118547748,31.4249786464149,-18.0835207294632,24.5140387856321,26.3337888604274,-5.79887906919038,-16.8476142208725,43.90095780889,29.7114354624077,28.3752325170605
9,31.0432721413769,34.0867081078487,-19.133377298459,26.2453212518514,28.3037876426452,-4.75769981993391,-15.6846046359428,45.4851905803215,31.8342729901124,30.4553856598516
10,30.7542088815044,32.8759477076962,-19.4362894881235,25.4400818869359,27.4035987239964,-5.92288189210461,-16.4103008767879,42.6330392538938,29.9332656986738,28.2432962506125
11,28.7802369953457,32.0566602749675,-19.1125557898789,24.4007162506927,26.8771178032824,-7.34148194162478,-15.7210098409522,43.2328040922615,30.547491527034,29.4473226574357
12,36.647733402099,39.53700126924,-12.9193349756022,33.1952797917209,35.3646091074874,-1.36129868810082,-10.7519568630972,46.8106608219948,37.9520515459047,36.6531139600018
13,38.1492529009408,41.0460255539531,-13.063796020736,33.9428751091323,36.2396710248278,-1.219642553372,-9.30957996942561,47.387886884432,38.1235580980736,37.5266872695239
14,35.5189165231263,39.2345524099339,-15.4203742664221,32.5100016973284,34.7535621584995,-0.992146458542498,-10.2564701384516,46.0310954045356,41.2920472066099,35.9759826099545
15,36.029588182187,38.5140369550085,-13.1816367155628,32.798367939846,35.2621063066595,0.0058775425793689,-8.1707426546146,45.1397760985562,40.1643018903958,36.195441147188
16,36.6067125883303,39.2372305348717,-11.2423962750013,33.8412810734714,35.8653852437294,1.37895938158032,-6.54752286611504,44.0024821673316,39.4400694561313,36.6731237418914
17,39.4879093403784,42.0790428248463,-10.854648725043,36.7885538955367,38.2529935740468,3.3709551904413,-7.30433911578782,48.4046556814836,42.3771923598377,39.134980343662
18,34.3318874270322,36.6576807152894,-13.9700248189681,31.338461446424,32.7745696713386,0.775209379274489,-9.06854299047923,44.4725293973964,38.2347125708528,33.6130051353413
19,30.6929707600052,33.0963583797552,-17.3728876364812,27.3870110233643,29.0612920080626,-4.95626976743803,-13.8289371090732,43.0333993931267,36.3647941277691,30.1340108508773
Median,34.2981366529345,36.6947490992713,-15.4203742664221,30.5113184240516,31.1718066193535,-3.54226370437314,-13.8243490647511,45.4851905803215,35.9419579766672,33.2926605115476
Average,32.3340448052665,35.0780857743742,-15.410810272398,28.562722456276,30.3431045287607,-2.71320978219605,-12.3645611994586,44.5902398903543,34.5817357139938,31.9320082508692
