,Roslyn,Rust,Kubernetes
300,3.0,2.0,12.0
301,2.0,7.0,14.0
302,1.0,1.0,8.0
303,1.0,2.0,12.0
304,9.0,7.0,7.0
305,1.0,2.0,5.0
306,2.0,5.0,23.0
307,1.0,4.0,1.0
308,4.0,4.0,32.0
309,1.0,20.0,5.0
310,2.0,6.0,3.0
311,1.0,16.0,6.0
312,8.0,4.0,6.0
313,1.0,4.0,7.0
314,4.0,3.0,29.0
315,1.0,3.0,1.0
316,1.0,23.0,5.0
317,1.0,3.0,150.0
318,3.0,5.0,3.0
319,1.0,2.0,7.0
320,1.0,4.0,18.0
321,1.0,9.0,28.0
322,1.0,1.0,27.0
323,1.0,1.0,5.0
324,4.0,2.0,7.0
325,2.0,4.0,1.0
326,2.0,1.0,5.0
327,3.0,28.0,39.0
328,29.0,2.0,16.0
329,9.0,3.0,63.0
330,1.0,78.0,36.0
331,1.0,1.0,4.0
332,6.0,1.0,34.0
333,31.0,1.0,28.0
334,3.0,2.0,15.0
335,1.0,1.0,6.0
336,11.0,5.0,20.0
337,2.0,1.0,161.0
338,2.0,2.0,43.0
339,1.0,1.0,26.0
340,1.0,8.0,7.0
341,1.0,13.0,40.0
342,47.0,9.0,9.0
343,14.0,1.0,34.0
344,6.0,3.0,35.0
345,58.0,7.0,26.0
346,41.0,10.0,8.0
347,7.0,5.0,5.0
348,2.0,1.0,9.0
349,72.0,10.0,7.0
350,3.0,3.0,20.0
351,19.0,1.0,4.0
352,6.0,3.0,9.0
353,9.0,8.0,18.0
354,41.0,1.0,10.0
355,67.0,2.0,1.0
356,1.0,1.0,10.0
357,77.0,23.0,1.0
358,40.0,1.0,4.0
359,1.0,2.0,8.0
360,4.0,3.0,20.0
361,43.0,2.0,62.0
362,83.0,10.0,5.0
363,5.0,3.0,1.0
364,1.0,5.0,8.0
365,2.0,5.0,1.0
366,1.0,9.0,15.0
367,4.0,4.0,38.0
368,5.0,8.0,8.0
369,14.0,10.0,23.0
370,1.0,1.0,2.0
371,1.0,10.0,4.0
372,4.0,3.0,1.0
373,3.0,3.0,13.0
374,2.0,36.0,26.0
375,19.0,7.0,7.0
376,18.0,1.0,230.0
377,13.0,17.0,1.0
378,16.0,1.0,68.0
379,1.0,2.0,106.0
380,1.0,2.0,10.0
381,8.0,14.0,1.0
382,2.0,2.0,2.0
383,3.0,1.0,26.0
384,18.0,3.0,4.0
385,48.0,2.0,7.0
386,3.0,2.0,4.0
387,3.0,3.0,10.0
388,4.0,2.0,3.0
389,6.0,1.0,5.0
390,29.0,4.0,12.0
391,4.0,2.0,1.0
392,13.0,2.0,9.0
393,32.0,2.0,9.0
394,24.0,1.0,46.0
395,5.0,3.0,11.0
396,2.0,4.0,8.0
397,5.0,1.0,2.0
398,9.0,1.0,3.0
399,62.0,4.0,13.0
400,3.0,35.0,2.0
401,5.0,2.0,7.0
402,3.0,5.0,9.0
403,25.0,8.0,31.0
404,5.0,5.0,5.0
405,2.0,1.0,24.0
406,2.0,5.0,12.0
407,4.0,21.0,2.0
408,5.0,3.0,3.0
409,17.0,1.0,4.0
410,1.0,9.0,14.0
411,36.0,5.0,1.0
412,27.0,2.0,11.0
413,6.0,16.0,2.0
414,2.0,8.0,4.0
415,5.0,5.0,62.0
416,9.0,2.0,2.0
417,7.0,2.0,8.0
418,19.0,2.0,17.0
419,11.0,3.0,29.0
420,4.0,5.0,8.0
421,3.0,1.0,7.0
422,4.0,3.0,29.0
423,3.0,6.0,20.0
424,158.0,3.0,6.0
425,82.0,2.0,22.0
426,15.0,8.0,3.0
427,82.0,20.0,1.0
428,175.0,1.0,1.0
429,67.0,3.0,7.0
430,1.0,2.0,32.0
431,1.0,15.0,1.0
432,2.0,3.0,14.0
433,19.0,8.0,11.0
434,19.0,1.0,28.0
435,1.0,2.0,1.0
436,27.0,8.0,11.0
437,1.0,1.0,1.0
438,3.0,14.0,1.0
439,17.0,4.0,38.0
440,18.0,2.0,18.0
441,75.0,1.0,1.0
442,43.0,2.0,1.0
443,1.0,5.0,1.0
444,4.0,20.0,6.0
445,1.0,5.0,1.0
446,2.0,3.0,15.0
447,6.0,35.0,2.0
448,23.0,5.0,23.0
449,35.0,3.0,11.0
450,13.0,2.0,4.0
451,13.0,1.0,1.0
452,23.0,3.0,3.0
453,1.0,8.0,1.0
454,6.0,7.0,49.0
455,5.0,2.0,1.0
456,18.0,4.0,32.0
457,48.0,29.0,10.0
458,22.0,3.0,2.0
459,45.0,22.0,59.0
460,4.0,19.0,2.0
461,32.0,10.0,22.0
462,3.0,1.0,1.0
463,13.0,12.0,11.0
464,1.0,1.0,1.0
465,1.0,1.0,1.0
466,67.0,5.0,7.0
467,14.0,1.0,11.0
468,57.0,5.0,3.0
469,1.0,1.0,2.0
470,35.0,4.0,1.0
471,1.0,1.0,1.0
472,102.0,1.0,3.0
473,56.0,2.0,1.0
474,57.0,2.0,12.0
475,47.0,8.0,9.0
476,19.0,1.0,6.0
477,22.0,2.0,2.0
478,2.0,13.0,16.0
479,17.0,1.0,1.0
480,13.0,2.0,16.0
481,47.0,1.0,21.0
482,28.0,2.0,17.0
483,3.0,58.0,10.0
484,16.0,2.0,11.0
485,5.0,18.0,9.0
486,1.0,6.0,2.0
487,24.0,5.0,7.0
488,29.0,1.0,19.0
489,1.0,2.0,2.0
490,1.0,1.0,3.0
491,7.0,2.0,6.0
492,84.0,1.0,2.0
493,4.0,13.0,1.0
494,110.0,5.0,11.0
495,98.0,23.0,4.0
496,40.0,1.0,1.0
497,45.0,8.0,1.0
498,31.0,14.0,8.0
499,84.0,6.0,1.0
500,59.0,1.0,13.0
501,2.0,7.0,1.0
502,19.0,1.0,6.0
503,1.0,41.0,7.0
504,33.0,2.0,6.0
505,79.0,9.0,5.0
506,43.0,233.0,7.0
507,12.0,3.0,1.0
508,1.0,5.0,4.0
509,24.0,2.0,3.0
510,26.0,2.0,3.0
511,3.0,1.0,2.0
512,10.0,3.0,12.0
513,4.0,2.0,1.0
514,26.0,2.0,2.0
515,117.0,3.0,2.0
516,31.0,7.0,5.0
517,59.0,7.0,1.0
518,1.0,12.0,13.0
519,33.0,9.0,6.0
520,12.0,1.0,4.0
521,33.0,1.0,8.0
522,24.0,14.0,5.0
523,8.0,5.0,1.0
524,5.0,3.0,16.0
525,82.0,6.0,1.0
526,1.0,8.0,1.0
527,1.0,2.0,1.0
528,5.0,41.0,15.0
529,2.0,1.0,5.0
530,2.0,10.0,11.0
531,1.0,23.0,8.0
532,7.0,60.0,9.0
533,1.0,4.0,3.0
534,26.0,2.0,3.0
535,7.0,17.0,17.0
536,99.0,6.0,3.0
537,6.0,1.0,3.0
538,4.0,1.0,14.0
539,41.0,12.0,11.0
540,3.0,3.0,23.0
541,106.0,112.0,1.0
542,5.0,1.0,8.0
543,6.0,17.0,3.0
544,2.0,5.0,5.0
545,1.0,2.0,1.0
