,Roslyn,Rust,Kubernetes
710,18.0,4.0,15.0
711,14.0,1.0,2.0
712,103.0,1.0,4.0
713,65.0,201.0,4.0
714,1.0,1.0,1.0
715,1.0,2.0,2.0
716,14.0,301.0,2.0
717,20.0,1.0,6.0
718,2.0,1.0,1.0
719,110.0,2.0,43.0
720,2.0,7.0,1.0
721,1.0,2.0,1.0
722,7.0,24.0,1.0
723,71.0,1.0,1.0
724,2.0,1.0,18.0
725,2.0,2.0,1.0
726,1.0,18.0,2.0
727,89.0,1.0,12.0
728,98.0,2.0,94.0
729,1.0,1.0,9.0
730,2.0,25.0,13.0
731,2.0,1.0,8.0
732,24.0,5.0,23.0
733,51.0,2.0,2.0
734,57.0,1.0,1.0
735,1.0,4.0,1.0
736,8.0,1.0,35.0
737,1.0,15.0,1.0
738,71.0,2.0,2.0
739,43.0,2.0,3.0
740,1.0,1.0,10.0
741,1.0,1.0,3.0
742,27.0,16.0,16.0
743,74.0,1.0,1.0
744,29.0,1.0,1.0
745,16.0,1.0,2.0
746,10.0,1.0,2.0
747,5.0,6.0,1.0
748,3.0,5.0,2.0
749,4.0,1.0,97.0
750,2.0,1.0,11.0
751,2.0,1.0,4.0
752,6.0,1.0,109.0
753,82.0,1.0,1.0
754,7.0,3.0,1.0
755,104.0,4.0,4.0
756,2.0,9.0,146.0
757,4.0,1.0,4.0
758,14.0,3.0,1.0
759,1.0,1.0,1.0
760,1.0,3.0,8.0
761,1.0,21.0,3.0
762,6.0,15.0,1.0
763,33.0,6.0,1.0
764,39.0,1.0,6.0
765,3.0,7.0,5.0
766,1.0,5.0,10.0
767,1.0,2.0,33.0
768,1.0,1.0,11.0
769,9.0,1.0,4.0
770,2.0,1.0,2.0
771,33.0,4.0,3.0
772,3.0,1.0,32.0
773,2.0,1.0,109.0
774,1.0,6.0,24.0
775,48.0,25.0,1.0
776,4.0,3.0,1.0
777,80.0,20.0,1.0
778,1.0,20.0,1.0
779,1.0,1.0,1.0
780,1.0,1.0,19.0
781,6.0,1.0,1.0
782,1.0,17.0,1.0
783,1.0,32.0,6.0
784,59.0,1.0,1.0
785,1.0,2.0,3.0
786,1.0,1.0,3.0
787,1.0,2.0,4.0
788,102.0,1.0,97.0
789,12.0,1.0,1.0
790,2.0,1.0,55.0
791,1.0,10.0,2.0
792,2.0,17.0,3.0
793,2.0,5.0,3.0
794,2.0,1.0,1.0
795,25.0,3.0,3.0
796,58.0,1.0,1.0
797,10.0,1.0,6.0
798,1.0,81.0,14.0
799,1.0,1.0,1.0
800,17.0,13.0,1.0
801,1.0,46.0,4.0
802,4.0,3.0,7.0
803,86.0,4.0,1.0
804,1.0,1.0,1.0
805,1.0,31.0,1.0
806,1.0,1.0,13.0
807,2.0,1.0,27.0
808,1.0,2.0,1.0
809,5.0,12.0,2.0
810,73.0,1.0,41.0
811,1.0,10.0,47.0
812,1.0,4.0,3.0
813,1.0,1.0,2.0
814,1.0,4.0,19.0
815,2.0,3.0,4.0
816,1.0,1.0,1.0
817,40.0,2.0,1.0
818,48.0,3.0,1.0
819,2.0,24.0,38.0
820,21.0,1.0,2.0
821,44.0,1.0,1.0
822,1.0,1.0,3.0
823,3.0,1.0,1.0
824,1.0,156.0,4.0
825,1.0,2.0,2.0
826,66.0,11.0,1.0
827,3.0,1.0,3.0
828,2.0,2.0,25.0
829,27.0,2.0,7.0
830,2.0,2.0,38.0
831,31.0,1.0,22.0
832,7.0,41.0,7.0
833,1.0,23.0,2.0
834,3.0,3.0,2.0
835,1.0,1.0,2.0
836,41.0,6.0,2.0
837,1.0,1.0,1.0
838,5.0,1.0,3.0
839,1.0,21.0,1.0
840,18.0,2.0,13.0
841,4.0,1.0,1.0
842,13.0,2.0,1.0
843,1.0,32.0,6.0
844,6.0,14.0,1.0
845,48.0,2.0,1.0
846,25.0,1.0,2.0
847,2.0,2.0,2.0
848,2.0,3.0,178.0
849,2.0,2.0,1.0
850,1.0,1.0,4.0
851,1.0,1.0,1.0
852,6.0,1.0,27.0
853,40.0,1.0,1.0
854,2.0,1.0,46.0
855,1.0,1.0,12.0
856,2.0,1.0,2.0
857,1.0,1.0,1.0
858,4.0,1.0,4.0
859,2.0,1.0,20.0
860,1.0,1.0,28.0
861,1.0,3.0,24.0
862,1.0,2.0,1.0
863,1.0,1.0,1.0
864,1.0,1.0,1.0
865,10.0,17.0,18.0
866,5.0,7.0,1.0
867,7.0,1.0,4.0
868,1.0,1.0,6.0
869,4.0,1.0,4.0
870,3.0,1.0,4.0
871,14.0,2.0,1.0
872,60.0,38.0,7.0
873,22.0,1.0,76.0
874,8.0,10.0,1.0
875,4.0,2.0,1.0
876,18.0,1.0,7.0
877,1.0,2.0,7.0
878,2.0,1.0,19.0
879,1.0,1.0,3.0
880,3.0,29.0,2.0
881,1.0,1.0,2.0
882,24.0,1.0,1.0
883,7.0,4.0,12.0
884,97.0,7.0,1.0
885,3.0,6.0,12.0
886,1.0,11.0,2.0
887,1.0,3.0,8.0
888,58.0,1.0,4.0
889,135.0,1.0,1.0
890,2.0,10.0,1.0
891,1.0,12.0,2.0
892,1.0,11.0,2.0
893,85.0,30.0,12.0
894,6.0,9.0,10.0
895,7.0,1.0,1.0
896,27.0,1.0,1.0
897,1.0,15.0,1.0
898,14.0,1.0,1.0
899,20.0,2.0,19.0
900,32.0,1.0,1.0
901,15.0,42.0,1.0
902,4.0,40.0,12.0
903,1.0,1.0,1.0
904,11.0,4.0,1.0
905,1.0,44.0,1.0
906,1.0,1.0,1.0
907,71.0,1.0,14.0
908,41.0,2.0,1.0
909,1.0,1.0,21.0
910,151.0,1.0,16.0
911,1.0,3.0,1.0
912,2.0,1.0,1.0
913,4.0,2.0,1.0
914,4.0,13.0,1.0
915,23.0,1.0,34.0
916,11.0,7.0,2.0
917,11.0,1.0,30.0
918,89.0,1.0,2.0
919,50.0,1.0,6.0
920,1.0,1.0,2.0
921,32.0,1.0,301.0
922,74.0,4.0,22.0
923,123.0,17.0,1.0
924,18.0,1.0,31.0
925,1.0,7.0,1.0
926,12.0,4.0,1.0
927,31.0,1.0,5.0
928,91.0,6.0,9.0
929,149.0,57.0,13.0
930,147.0,1.0,1.0
931,16.0,1.0,4.0
932,91.0,3.0,3.0
933,25.0,1.0,8.0
934,5.0,1.0,1.0
935,104.0,41.0,2.0
936,2.0,6.0,32.0
937,1.0,39.0,1.0
938,1.0,1.0,23.0
939,115.0,1.0,1.0
940,3.0,2.0,15.0
941,1.0,8.0,42.0
942,19.0,1.0,11.0
943,7.0,1.0,1.0
944,1.0,1.0,2.0
945,13.0,8.0,4.0
946,61.0,2.0,10.0
947,18.0,1.0,7.0
948,2.0,3.0,4.0
949,4.0,1.0,52.0
950,9.0,2.0,1.0
951,14.0,2.0,1.0
952,42.0,1.0,3.0
953,76.0,12.0,1.0
954,1.0,2.0,1.0
955,1.0,28.0,9.0
956,18.0,1.0,1.0
957,11.0,1.0,1.0
958,7.0,1.0,17.0
959,1.0,1.0,3.0
960,1.0,40.0,32.0
961,11.0,1.0,1.0
962,71.0,5.0,6.0
963,9.0,1.0,4.0
964,37.0,1.0,1.0
965,12.0,7.0,50.0
966,70.0,15.0,1.0
967,2.0,1.0,2.0
968,16.0,3.0,3.0
969,1.0,3.0,9.0
970,1.0,3.0,2.0
971,24.0,28.0,1.0
972,1.0,10.0,1.0
973,54.0,1.0,7.0
974,1.0,1.0,2.0
975,8.0,1.0,22.0
976,86.0,1.0,9.0
977,1.0,1.0,2.0
978,87.0,8.0,7.0
979,32.0,2.0,21.0
980,1.0,2.0,3.0
981,2.0,1.0,14.0
982,1.0,1.0,7.0
983,114.0,4.0,1.0
984,6.0,1.0,1.0
985,41.0,3.0,3.0
986,2.0,3.0,1.0
987,3.0,1.0,1.0
988,6.0,3.0,1.0
989,1.0,4.0,5.0
990,1.0,7.0,3.0
991,32.0,5.0,6.0
992,1.0,1.0,3.0
993,1.0,31.0,2.0
