,Roslyn,Rust,Kubernetes
612,23.0,1.0,1.0
613,31.0,2.0,9.0
614,5.0,1.0,14.0
615,2.0,1.0,7.0
616,1.0,3.0,3.0
617,6.0,2.0,1.0
618,1.0,4.0,235.0
619,1.0,14.0,168.0
620,1.0,1.0,9.0
621,1.0,2.0,4.0
622,2.0,1.0,3.0
623,3.0,44.0,1.0
624,20.0,4.0,10.0
625,2.0,1.0,1.0
626,1.0,1.0,2.0
627,1.0,1.0,31.0
628,44.0,16.0,1.0
629,1.0,41.0,8.0
630,7.0,2.0,1.0
631,1.0,1.0,277.0
632,1.0,1.0,1.0
633,1.0,52.0,1.0
634,1.0,1.0,5.0
635,1.0,3.0,2.0
636,12.0,1.0,12.0
637,1.0,2.0,15.0
638,12.0,2.0,1.0
639,1.0,18.0,33.0
640,2.0,1.0,75.0
641,1.0,7.0,30.0
642,1.0,1.0,14.0
643,1.0,2.0,1.0
644,1.0,2.0,69.0
645,12.0,2.0,2.0
646,1.0,1.0,17.0
647,70.0,2.0,20.0
648,9.0,110.0,2.0
649,3.0,18.0,41.0
650,44.0,2.0,232.0
651,9.0,2.0,1.0
652,6.0,1.0,148.0
653,2.0,23.0,1.0
654,1.0,2.0,25.0
655,1.0,21.0,5.0
656,7.0,28.0,1.0
657,1.0,16.0,6.0
658,1.0,7.0,8.0
659,4.0,19.0,4.0
660,3.0,1.0,1.0
661,2.0,20.0,155.0
662,1.0,1.0,1.0
663,1.0,8.0,7.0
664,2.0,18.0,2.0
665,7.0,16.0,276.0
666,52.0,1.0,8.0
667,11.0,1.0,3.0
668,11.0,2.0,41.0
669,1.0,2.0,1.0
670,3.0,68.0,1.0
671,3.0,3.0,5.0
672,119.0,7.0,3.0
673,93.0,5.0,30.0
674,1.0,133.0,7.0
675,3.0,1.0,1.0
676,1.0,2.0,2.0
677,8.0,1.0,25.0
678,27.0,4.0,1.0
679,1.0,6.0,3.0
680,126.0,1.0,29.0
681,2.0,5.0,1.0
682,1.0,1.0,27.0
683,11.0,4.0,1059.0
684,31.0,1.0,1.0
685,2.0,2.0,2.0
686,18.0,1.0,24.0
687,14.0,1.0,4.0
688,34.0,13.0,14.0
689,8.0,1.0,1.0
690,2.0,1.0,1.0
691,1.0,2.0,1.0
692,2.0,1.0,42.0
693,2.0,1.0,27.0
694,30.0,1.0,1.0
695,5.0,6.0,1.0
696,1.0,1.0,15.0
697,1.0,1.0,6.0
698,6.0,2.0,3.0
699,41.0,1.0,1.0
700,1.0,4.0,4.0
701,1.0,1.0,2.0
702,5.0,1.0,2.0
703,1.0,16.0,1.0
704,3.0,1.0,1.0
705,9.0,1.0,1.0
706,13.0,4.0,2.0
707,1.0,8.0,1.0
708,1.0,3.0,2.0
709,3.0,1.0,7.0
710,1.0,1.0,2.0
711,33.0,1.0,69.0
712,1.0,1.0,1.0
713,5.0,1.0,5.0
714,1.0,1.0,4.0
715,22.0,1.0,2.0
716,1.0,1.0,2.0
717,1.0,1.0,1.0
718,14.0,2.0,2.0
719,2.0,2.0,2.0
720,75.0,1.0,35.0
721,165.0,1.0,3.0
722,2.0,1.0,185.0
723,160.0,5.0,9.0
724,26.0,1.0,84.0
725,3.0,1.0,7.0
726,1.0,2.0,67.0
727,1.0,13.0,1.0
728,1.0,2.0,18.0
729,3.0,3.0,1.0
730,19.0,15.0,1.0
731,125.0,2.0,3.0
732,4.0,1.0,4.0
733,1.0,5.0,3.0
734,21.0,2.0,1.0
735,2.0,1.0,1.0
736,1.0,1.0,7.0
737,72.0,5.0,16.0
738,25.0,1.0,1.0
739,1.0,3.0,4.0
740,21.0,58.0,8.0
741,1.0,10.0,1.0
